rowid,kepid,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,TARGET
,10922659,CANDIDATE,0.97,0.0,0.0,,0.0,31.2543238000,0.0003567000,-0.0003567000,155047.0000000000,0.0102000000,-0.0102000000,19.0000000000,,-19.0000000000,5662.0000000000,223.0000000000,-223.0000000000,438.0000000000,34.3000000000,-34.3000000000,,0.7600000000,-0.2600000000,,38.5400000000,37.9900000000,-12.8900000000,14.7000000000,1.0000000000,,173.0000000000,-260.0000000000,4433.0000000000,0.0540000000,-0.2160000000,1092.0000000000,365.0000000000,-122.0000000000,293.0706200000,48.3877410000,15.8200000000,2.0
4956,8892720,FALSE POSITIVE,0.0,0.0,1.0,0.0,0.0,61.4911479000,0.0143700000,-0.0143700000,,0.0002100000,-0.0002100000,681.0000000000,2.0000000000,-2.0000000000,9745.0000000000,0.0103000000,-0.0103000000,58703.0000000000,,,22.7600000000,6.7800000000,-2.2600000000,438.0000000000,8.7000000000,,-2.5800000000,1421.7000000000,1.0000000000,5830.0000000000,,-205.0000000000,4.5400000000,0.0370000000,-0.2000000000,876.0000000000,261.0000000000,-87.0000000000,294.3566300000,45.1950110000,,1.0
4957,6021275,CANDIDATE,,0.0,,0.0,0.0,110.2867031000,0.0007428000,-0.0007428000,239.2212800000,0.0040700000,,675.0000000000,269.0000000000,-472.0000000000,4427.0000000000,147.0000000000,,145.3000000000,,-9.0000000000,1.4100000000,0.2000000000,-0.2300000000,414.0000000000,,2.7900000000,-2.4000000000,16.4000000000,4.0000000000,5931.0000000000,107.0000000000,-118.0000000000,4322.0000000000,0.1370000000,-0.1120000000,,157.0000000000,-173.0000000000,283.2358100000,41.3430400000,11818.0000000000,
4958,7869917,CANDIDATE,981,0.0,,0.0,0.0,11.8061737000,0.0001518000,-0.0001518000,,0.0107000000,-0.0107000000,905.0000000000,59.0000000000,-711.0000000000,4472.0000000000,261.0000000000,-261.0000000000,88.1000000000,9.4000000000,-9.4000000000,2.8700000000,0.5800000000,-0.9400000000,,926.7200000000,558.9400000000,-554.5200000000,10.1000000000,2.0000000000,6900.0000000000,184.0000000000,-204.0000000000,,259.0000000000,-111.0000000000,2599.0000000000,523.0000000000,-0.8500000000,281.9712500000,,12082.0000000000,2.0
4959,11754430,,1.0,0.0,0.0,0.0,0.0,6.1582866600,0.0000877000,-0.0000877000,135.4969000000,,-0.0144000000,595.0000000000,42.0000000000,,6329.0000000000,341.0000000000,-341.0000000000,57.7000000000,4.1000000000,-4.1000000000,1.2000000000,0.1900000000,-0.2600000000,1212.0000000000,510.3500000000,233.0200000000,-219.5300000000,16.4000000000,2.0000000000,,,-91.0000000000,4073.0000000000,201.0000000000,-0.0930000000,1524.0000000000,244.0000000000,,,49.9377780000,13102.0000000000,2.0
,8409295,CANDIDATE,993,0.0,,0.0,0.0,82.2928650000,0.0012250000,-0.0012250000,212.0314000000,0.0124000000,,195.0000000000,267.0000000000,-195.0000000000,7048.0000000000,,-374.0000000000,371.1000000000,,-32.3000000000,1.8200000000,0.2500000000,,400.0000000000,6.0700000000,,-1.1200000000,13.0000000000,1.0000000000,,76.0000000000,-84.0000000000,4467.0000000000,51.0000000000,,957.0000000000,132.0000000000,-66.0000000000,,,14828.0000000000,0.0
,7131760,CANDIDATE,,0.0,0.0,0.0,0.0,92.4369780000,0.0010350000,-0.0010350000,163.5794000000,0.0108000000,-0.0108000000,943.0000000000,,-659.0000000000,6432.0000000000,302.0000000000,-302.0000000000,955.2000000000,60.4000000000,-60.4000000000,2.8900000000,0.5900000000,,348.0000000000,3.4600000000,2.1600000000,-0.9000000000,17.8000000000,1.0000000000,5595.0000000000,167.0000000000,-167.0000000000,4606.0000000000,,-127.0000000000,,149.0000000000,-64.0000000000,295.6935700000,42.6095090000,15.4490000000,0.0
4963,11922778,CANDIDATE,,,0.0,0.0,0.0,65.4276450000,0.0010870000,,176.2733000000,14.0000000000,-14.0000000000,4.0000000000,438.0000000000,-4.0000000000,9404.0000000000,,-326.0000000000,,23.5000000000,,1.6500000000,0.5200000000,-0.1700000000,453.0000000000,,9.1900000000,-2.9700000000,15.6000000000,1.0000000000,6014.0000000000,,-198.0000000000,,,-221.0000000000,926.0000000000,292.0000000000,-97.0000000000,,50.2818110000,,2.0
4964,9468382,FALSE POSITIVE,,0.0,1.0,1.0,1.0,11.0826055300,0.0000378000,-0.0000378000,136.6562000000,0.0030500000,,966.0000000000,8.0000000000,-6.0000000000,6.2300000000,,-204.0000000000,601.2000000000,19.2000000000,-19.2000000000,7.3400000000,4.3200000000,-5.2700000000,1108.0000000000,355.6400000000,639.5200000000,-330.5700000000,,1.0000000000,,136.0000000000,,3674.0000000000,975.0000000000,-325.0000000000,2196.0000000000,1.2900000000,-1577.0000000000,,46.0490300000,13.5660000000,1.0
4966,5986209,FALSE POSITIVE,0.0,0.0,1.0,0.0,0.0,23.7379528380,0.0000054300,-0.0000054300,147.0066780000,0.0002010000,-0.0002010000,,62.0000000000,-47.0000000000,8.5081800000,0.0090400000,-0.0090400000,95884.0000000000,93.6000000000,-93.6000000000,53.2700000000,,-9.2100000000,620.0000000000,34.9400000000,30.4300000000,-14.0400000000,1221.2000000000,1.0000000000,5559.0000000000,183.0000000000,-183.0000000000,4394.0000000000,139.0000000000,-0.1860000000,1.0000000000,282.0000000000,-173.0000000000,298.3717700000,41.2917590000,15147.0000000000,
4967,9226339,FALSE POSITIVE,,0.0,0.0,,0.0,,0.0002962000,-0.0002962000,132.2156000000,0.0105000000,-0.0105000000,1139.0000000000,74.8900000000,-1953.0000000000,,,-551.0000000000,,,-11.3000000000,,3.1800000000,-2.8700000000,722.0000000000,64.1700000000,28.5900000000,,,,,105.0000000000,-117.0000000000,4283.0000000000,132.0000000000,-0.1080000000,,194.0000000000,,294.9169900000,,,
4968,6525209,FALSE POSITIVE,0.0,,1.0,0.0,0.0,75.1319488300,0.0127100000,-0.0127100000,184.4294620000,0.0001340000,,487.0000000000,,-1.0000000000,20.8729000000,0.0088300000,-0.0088300000,,41.9000000000,-41.9000000000,26.2100000000,3.7400000000,-2.3000000000,359.0000000000,,1.8400000000,-1.0000000000,3625.5000000000,,5365.0000000000,160.0000000000,,4586.0000000000,0.0520000000,-78.0000000000,,,-64.0000000000,,,14658.0000000000,1.0
4969,2975770,FALSE POSITIVE,0.0,1.0,0.0,0.0,0.0,369.0693450000,0.0059280000,-0.0059280000,298.3962000000,,,929.0000000000,16.0000000000,-0.6600000000,5832.0000000000,324.0000000000,-324.0000000000,945.9000000000,88.6000000000,-88.6000000000,,0.1100000000,-0.1900000000,,0.3500000000,0.0500000000,-0.0600000000,11.7000000000,2.0000000000,,77.0000000000,-87.0000000000,4542.0000000000,0.0560000000,,778.0000000000,29.0000000000,-47.0000000000,,,14.5210000000,1.0
4970,5534965,FALSE POSITIVE,0.0,,1.0,0.0,0.0,243.8212213100,0.0276100000,-0.0276100000,159.4958018000,,-0.0000823000,1029.0000000000,92.0000000000,-39.0000000000,10.9312000000,0.0054800000,-0.0054800000,56799.0000000000,26.4000000000,-26.4000000000,,10.0700000000,-9.0300000000,365.0000000000,4.1800000000,1.9000000000,-1.3600000000,2804.3000000000,1.0000000000,,76.0000000000,-76.0000000000,4228.0000000000,0.1430000000,-0.1170000000,1316.0000000000,,,,40.7036780000,13297.0000000000,1.0
4972,9965206,FALSE POSITIVE,0.0,0.0,1.0,,0.0,16.2275486740,,-0.0014850000,136.6397289000,0.0000791000,-0.0000791000,795.0000000000,22.0000000000,-18.0000000000,5.0866600000,0.0036400000,,192690.0000000000,124.0000000000,-124.0000000000,46.5200000000,8.1300000000,-3.1000000000,,30.5200000000,17.4500000000,-7.5700000000,1870.0000000000,1.0000000000,5297.0000000000,175.0000000000,-191.0000000000,4587.0000000000,0.0300000000,,795.0000000000,139.0000000000,-53.0000000000,297.1903700000,46.8264810000,15901.0000000000,1.0
4974,4848423,FALSE POSITIVE,0.0,0.0,1.0,0.0,0.0,1.5017601720,0.0000001200,-0.0000001200,131.5669078000,,-0.0000807000,518.0000000000,3.0000000000,,,0.0033000000,-0.0033000000,,182.0000000000,-182.0000000000,90.9200000000,15.3000000000,,,3110.4200000000,1322.6900000000,-607.7600000000,,1.0000000000,6327.0000000000,69.0000000000,-88.0000000000,,51.0000000000,,1.2900000000,217.0000000000,-0.1000000000,,39.9100420000,11825.0000000000,1.0
4975,,FALSE POSITIVE,0.0,0.0,1.0,0.0,0.0,4.0532544700,0.0012550000,-0.0012550000,134.7445520000,0.0002780000,,15329.0000000000,20.7500000000,-3897.0000000000,4.0116000000,0.0109000000,-0.0109000000,110920.0000000000,288.0000000000,-288.0000000000,1668.7900000000,570.2000000000,-189.5000000000,1191.0000000000,,493.5400000000,-156.1600000000,446.1000000000,1.0000000000,6022.0000000000,190.0000000000,-232.0000000000,4453.0000000000,0.0560000000,-0.2240000000,1039.0000000000,355.0000000000,-118.0000000000,292.0268900000,,15537.0000000000,1.0
4976,,,,0.0,0.0,0.0,0.0,7.6843334600,,-0.0141300000,133.3600700000,0.0015000000,,951.0000000000,29.0000000000,-676.0000000000,1.4346000000,0.0709000000,-0.0709000000,,,-49.6000000000,2.5800000000,0.2300000000,-0.2200000000,583.0000000000,27.3500000000,8.4900000000,-7.3300000000,28.5000000000,2.0000000000,4402.0000000000,118.0000000000,-144.0000000000,,45.0000000000,-0.0360000000,572.0000000000,49.0000000000,-49.0000000000,285.6025400000,,,2.0
4977,7692093,CANDIDATE,971,0.0,0.0,0.0,0.0,11.1662288500,,-0.0965700000,134.9695100000,0.0065500000,-0.0065500000,176.0000000000,272.0000000000,,3389.0000000000,192.0000000000,-192.0000000000,353.9000000000,28.3000000000,-28.3000000000,1.5600000000,0.3700000000,-0.1300000000,725.0000000000,,47.6500000000,,13.6000000000,,5552.0000000000,166.0000000000,-166.0000000000,4562.0000000000,38.0000000000,,836.0000000000,201.0000000000,-67.0000000000,,43.3818890000,15927.0000000000,2.0
,8263752,,0.0,1.0,,,1.0,,0.0132700000,-0.0132700000,133.2532080000,0.0009700000,-0.0009700000,1274.0000000000,,-63.0000000000,3.7889000000,,-0.0448000000,1685.8000000000,19.6000000000,-19.6000000000,40.1700000000,13.0200000000,-5.2100000000,978.0000000000,216.5700000000,198.6100000000,,102.9000000000,,,148.0000000000,-214.0000000000,4.3660000000,0.0700000000,,,,-0.1500000000,300.7839400000,44.1925580000,13427.0000000000,1.0
4979,8263752,FALSE POSITIVE,0.0,0.0,1.0,1.0,,10.9938087000,0.0139500000,-0.0139500000,138.8062400000,0.0010100000,-0.0010100000,,,,5.0403000000,,-0.0608000000,1456.9000000000,17.2000000000,-17.2000000000,5.3300000000,1.7200000000,-0.6900000000,,216.5700000000,198.6100000000,-72.9200000000,100.4000000000,1.0000000000,6553.0000000000,148.0000000000,-214.0000000000,4.3660000000,,-0.2100000000,1157.0000000000,375.0000000000,-0.1500000000,300.7839400000,44.1925580000,13427.0000000000,1.0
4980,7772914,CANDIDATE,999,,0.0,,0.0,23.1334494000,0.0001080000,-0.0001080000,154.4529600000,0.0039400000,-0.0039400000,954.0000000000,6.0000000000,,3602.0000000000,,-114.0000000000,456.3000000000,23.6000000000,-23.6000000000,2.5500000000,,,638.0000000000,39.2000000000,36.7000000000,,21.6000000000,1.0000000000,5712.0000000000,170.0000000000,-170.0000000000,4382.0000000000,,-231.0000000000,932.0000000000,291.0000000000,-0.1700000000,297.7519200000,43.4475780000,14.6560000000,2.0
4981,,CANDIDATE,974,0.0,0.0,0.0,0.0,,0.0001907000,-0.0001907000,132.8453000000,0.0167000000,-0.0167000000,656.0000000000,0.3100000000,-434.0000000000,4898.0000000000,,-351.0000000000,,6.5000000000,-6.5000000000,0.8400000000,0.2300000000,-0.1100000000,,171.5100000000,,-55.1500000000,12.2000000000,2.0000000000,6168.0000000000,,-185.0000000000,,,-0.1890000000,947.0000000000,256.0000000000,-118.0000000000,286.5101900000,38.6183090000,13776.0000000000,
4982,9285265,CANDIDATE,989,0.0,,0.0,0.0,16.5860329000,0.0001924000,-0.0001924000,133.2813600000,0.0088400000,-0.0088400000,167.0000000000,0.2900000000,,7043.0000000000,267.0000000000,-267.0000000000,,17.6000000000,-17.6000000000,2.0900000000,0.3300000000,-0.4500000000,,107.2500000000,45.2800000000,-44.6300000000,14.6000000000,1.0000000000,5626.0000000000,,-77.0000000000,4149.0000000000,188.0000000000,-0.1010000000,1389.0000000000,223.0000000000,-298.0000000000,293.6297600000,45.7406500000,15589.0000000000,0.0
4983,6025124,FALSE POSITIVE,0.0,0.0,1.0,0.0,,26.8377180800,,-0.0140300000,,0.0004360000,-0.0004360000,917.0000000000,188.0000000000,-51.0000000000,1.6162000000,38.0000000000,-38.0000000000,,118.0000000000,,12.6800000000,4.2400000000,-1.4100000000,658.0000000000,44.2200000000,44.8100000000,,101.4000000000,1.0000000000,6194.0000000000,,,4445.0000000000,0.0580000000,,1069.0000000000,357.0000000000,,285.1478000000,41.3889080000,14.4260000000,1.0
4984,5780930,CANDIDATE,,0.0,0.0,0.0,0.0,16.7525077000,,-0.0000982000,131.5983400000,0.0049500000,-0.0049500000,763.0000000000,,-513.0000000000,,,-149.0000000000,,21.8000000000,-21.8000000000,3.6500000000,2.0800000000,-2.2900000000,801.0000000000,97.4300000000,169.9100000000,,18.2000000000,1.0000000000,4807.0000000000,129.0000000000,-129.0000000000,3906.0000000000,0.7000000000,,1802.0000000000,1029.0000000000,,288.5971100000,41.0364300000,14534.0000000000,0.0
4985,5531953,CANDIDATE,944,0.0,0.0,,,3.5310583500,,-0.0187700000,134.3171000000,,-0.0037600000,1213.0000000000,59.4100000000,-2797.0000000000,1778.0000000000,,-225.0000000000,,,-33.1000000000,10.6100000000,1.1600000000,-1.4200000000,558.0000000000,22.8300000000,7.5700000000,-7.2600000000,11.7000000000,4.0000000000,3638.0000000000,72.0000000000,-87.0000000000,4.8440000000,49.0000000000,-55.0000000000,,46.0000000000,,,40.7300490000,15855.0000000000,2.0
4986,4164393,FALSE POSITIVE,0.0,0.0,,,0.0,49.6127575160,0.0042940000,,165.9984372000,0.0000724000,-0.0000724000,929.0000000000,0.0300000000,-31.0000000000,7.0760300000,,,130460.0000000000,74.8000000000,-74.8000000000,57.0800000000,19.3200000000,,536.0000000000,19.4600000000,19.4900000000,-6.1700000000,2070.3000000000,,6241.0000000000,175.0000000000,-219.0000000000,4.4500000000,,-0.2240000000,,349.0000000000,-116.0000000000,293.2172900000,,,1.0
4987,6277410,,851,,0.0,0.0,0.0,6.3258957400,0.0603300000,-0.0603300000,133.2708100000,,-0.0068800000,181.0000000000,279.0000000000,-181.0000000000,1383.0000000000,267.0000000000,-267.0000000000,,,-27.5000000000,1.1400000000,0.3100000000,-0.1000000000,901.0000000000,156.2700000000,126.8600000000,-39.4500000000,8.8000000000,1.0000000000,5749.0000000000,155.0000000000,,4.5680000000,33.0000000000,,818.0000000000,226.0000000000,-71.0000000000,,41.6834490000,,2.0
4988,9843517,CANDIDATE,996,0.0,0.0,0.0,0.0,11.9378354000,0.0001743000,-0.0001743000,133.2612000000,0.0129000000,-0.0129000000,36.0000000000,416.0000000000,-36.0000000000,4652.0000000000,0.3600000000,,246.0000000000,29.2000000000,-29.2000000000,1.1500000000,,-0.0900000000,671.0000000000,47.9100000000,26.7500000000,-11.6300000000,,1.0000000000,,162.0000000000,-162.0000000000,4.6110000000,,,,131.0000000000,-56.0000000000,296.6525600000,,15954.0000000000,2.0
4989,8812045,CANDIDATE,,,0.0,0.0,0.0,,,-0.0011980000,135.9204000000,0.0277000000,-0.0277000000,0.2500000000,218.0000000000,-0.2500000000,10.7900000000,1.3000000000,-1.3000000000,135.7000000000,,-12.2000000000,3.6800000000,0.7300000000,-1.3400000000,902.0000000000,156.7400000000,81.5300000000,,13.1000000000,1.0000000000,5527.0000000000,83.0000000000,-75.0000000000,3627.0000000000,,-87.0000000000,3192.0000000000,628.0000000000,-1166.0000000000,289.0984500000,45.0230900000,14462.0000000000,2.0
4990,7288444,,719,0.0,0.0,0.0,0.0,15.3317719000,0.0002039000,-0.0002039000,142.5217000000,0.0122000000,-0.0122000000,,,-549.0000000000,,307.0000000000,-307.0000000000,,15.6000000000,-15.6000000000,1.9100000000,0.3200000000,-0.3500000000,821.0000000000,107.4400000000,47.9500000000,-39.6600000000,13.3000000000,,5726.0000000000,86.0000000000,-78.0000000000,4228.0000000000,162.0000000000,-0.1080000000,1285.0000000000,215.0000000000,-236.0000000000,293.7674000000,42.8292080000,15.0980000000,2.0
4991,,CANDIDATE,771,,0.0,,,,0.0019830000,-0.0019830000,133.0814000000,,-0.0184000000,,,-27.0000000000,,655.0000000000,-655.0000000000,283.2000000000,28.1000000000,,2.0800000000,,-0.2800000000,474.0000000000,11.9600000000,5.1400000000,,,,5997.0000000000,81.0000000000,-81.0000000000,,99.0000000000,-121.0000000000,1242.0000000000,204.0000000000,-167.0000000000,287.3226900000,,14872.0000000000,2.0
4992,,CANDIDATE,966,,0.0,0.0,,84.7041390000,,-0.0018580000,152.1832000000,0.0192000000,-0.0192000000,,428.0000000000,-0.0100000000,10393.0000000000,368.0000000000,-368.0000000000,655.7000000000,45.0000000000,,4.1700000000,0.7300000000,-0.8900000000,537.0000000000,19.5900000000,8.8700000000,,,1.0000000000,6085.0000000000,79.0000000000,-85.0000000000,,,,,285.0000000000,-348.0000000000,,48.2578200000,15169.0000000000,0.0
4993,,FALSE POSITIVE,,0.0,1.0,0.0,0.0,0.7551055840,0.0000000460,-0.0000000460,131.8133513000,0.0000497000,-0.0000497000,732.0000000000,34.0000000000,-31.0000000000,5.0237400000,0.0056400000,-0.0056400000,250030.0000000000,153.0000000000,-153.0000000000,76.2600000000,10.9600000000,-5.4500000000,,,,-1735.2300000000,2158.5000000000,1.0000000000,,,-157.0000000000,4369.0000000000,32.0000000000,-0.0970000000,1.1900000000,171.0000000000,-85.0000000000,284.3521700000,40.7147100000,11638.0000000000,1.0
,9948002,FALSE POSITIVE,,0.0,1.0,0.0,0.0,101.2633628200,,-0.0145300000,214.1251280000,0.0001130000,-0.0001130000,944.0000000000,16.0000000000,-13.0000000000,17.8951000000,0.0092200000,-0.0092200000,72792.0000000000,29.8000000000,-29.8000000000,44.0000000000,15.0900000000,,435.0000000000,8.4700000000,8.5100000000,-2.6400000000,3573.1000000000,1.0000000000,6309.0000000000,,-206.0000000000,4413.0000000000,0.0700000000,-0.2100000000,1062.0000000000,364.0000000000,,290.4252900000,46.8899380000,14319.0000000000,1.0
4995,5264304,,,0.0,1.0,,0.0,,0.0000255000,,248.2387720000,0.0001750000,-0.0001750000,845.0000000000,,,8.2904000000,0.0128000000,-0.0128000000,,202.0000000000,-202.0000000000,41.7100000000,6.5000000000,-3.0400000000,291.0000000000,1.7000000000,,,,,,190.0000000000,-190.0000000000,4651.0000000000,0.0300000000,-0.0900000000,673.0000000000,105.0000000000,,288.4508100000,40.4324490000,15.7770000000,1.0
4996,10960995,FALSE POSITIVE,0.0,0.0,1.0,,,1.5585442090,,-0.0000003990,131.5676650000,0.0002270000,-0.0002270000,507.0000000000,13.0000000000,-0.0100000000,3.3727000000,13.0000000000,-13.0000000000,225590.0000000000,989.0000000000,-989.0000000000,35.1200000000,3.4200000000,,1182.0000000000,460.0900000000,178.1400000000,-136.3600000000,421.6000000000,1.0000000000,4868.0000000000,175.0000000000,-175.0000000000,4582.0000000000,0.0600000000,-0.0400000000,708.0000000000,,-69.0000000000,,48.4045980000,14498.0000000000,1.0
4997,9592575,FALSE POSITIVE,,0.0,1.0,0.0,,2.6375740800,0.0000003630,-0.0000003630,131.5755610000,0.0001250000,-0.0001250000,1107.0000000000,47.0000000000,-67.0000000000,5.9626000000,11.0000000000,-11.0000000000,169660.0000000000,,-167.0000000000,76.0200000000,21.0600000000,-7.0200000000,,563.2200000000,471.8400000000,-158.0700000000,1471.6000000000,,5639.0000000000,171.0000000000,,4.5090000000,,,,264.0000000000,,293.6693400000,46.2974590000,15.9020000000,1.0
4998,7898576,FALSE POSITIVE,0.0,,0.0,0.0,0.0,8.6463618800,,-0.0137200000,,0.0013000000,-0.0013000000,,3.0000000000,,8.7360700000,0.0058300000,-0.0058300000,218070.0000000000,,-119.0000000000,54.2400000000,18.4700000000,-7.4100000000,1033.0000000000,268.9500000000,,-95.1700000000,2441.7000000000,1.0000000000,6444.0000000000,,-226.0000000000,4382.0000000000,0.0700000000,-0.2100000000,1134.0000000000,386.0000000000,-155.0000000000,294.3885800000,,,1.0
,11671429,,0.0,0.0,1.0,0.0,,112.4635889300,,-0.0755700000,197.5577020000,0.0005230000,-0.0005230000,523.0000000000,3.0000000000,-4.0000000000,31.8273000000,,-0.0344000000,242410.0000000000,392.0000000000,-392.0000000000,129.0400000000,,-28.6100000000,692.0000000000,54.2000000000,,,1374.0000000000,1.0000000000,7426.0000000000,74.0000000000,-81.0000000000,3903.0000000000,182.0000000000,-98.0000000000,,397.0000000000,-546.0000000000,296.4533700000,49.7865490000,,
5000,,CANDIDATE,985,0.0,0.0,0.0,0.0,,,,139.3521000000,0.0115000000,-0.0115000000,,184.0000000000,,8.4200000000,,-401.0000000000,208.4000000000,13.5000000000,-13.5000000000,2.1300000000,0.3500000000,,700.0000000000,56.7900000000,24.1100000000,-22.2200000000,,,5775.0000000000,78.0000000000,-78.0000000000,4.1930000000,,-0.1080000000,1352.0000000000,219.0000000000,,292.2297700000,40.8089490000,,2.0
5001,5621333,CANDIDATE,937,0.0,0.0,0.0,0.0,11.5474983000,0.0001640000,,139.9777000000,0.0129000000,-0.0129000000,495.0000000000,462.0000000000,-285.0000000000,6684.0000000000,365.0000000000,-365.0000000000,115.5000000000,10.7000000000,-10.7000000000,1.4800000000,0.2400000000,-0.2900000000,930.0000000000,176.9700000000,75.1400000000,-69.2300000000,12.3000000000,2.0000000000,5775.0000000000,78.0000000000,-78.0000000000,,162.0000000000,-0.1080000000,,219.0000000000,-268.0000000000,292.2297700000,40.8089490000,14886.0000000000,2.0
